,playlistnumber,songname,id,artistname,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,index,acousticness_scaled,danceability_scaled,duration_ms_scaled,energy_scaled,instrumentalness_scaled,key_scaled,liveness_scaled,loudness_scaled,mode_scaled,speechiness_scaled,tempo_scaled,valence_scaled
60,1,I Love You,5bHDGWyIFML1LYXZWTD5MF,Ash King,0.359,0.649,256813,0.671,7.35E-06,11,0.0656,-6.026,1,0.0848,90.048,0.759,61,0.23449644,-0.177901206,-0.15040088,-0.275449602,-0.170466962,1.552883545,-0.767762522,0.269150602,0.705396726,0.027600082,-1.06327056,0.602898954
61,1,Mera Mann Kehne Laga,1niVgR76UPobOED5cXfADq,Falak Shabbir,0.714,0.46,227335,0.444,2.65E-05,7,0.0881,-6.217,1,0.123,74.977,0.7,62,1.675881179,-1.550643424,-0.605743679,-1.628093599,-0.169961616,0.432711587,-0.606319079,0.186629853,0.705396726,0.518867446,-1.674271441,0.327764047
62,1,"Raabta (From ""Agent Vinod"")",6tzckBcK66LzeSA1Opnv35,Arijit Singh,0.7,0.657,243578,0.581,1.75E-05,0,0.116,-8.108,1,0.0298,118.038,0.32,63,1.619037837,-0.119795715,-0.354840188,-0.811740174,-0.170199115,-1.527589339,-0.406129209,-0.630368772,0.705396726,-0.679722038,0.071485904,-1.444291284
63,1,Kho Gaye Hum Kahan,6nZiYSBwPQ7fYnVWkkkj4g,Prateek Kuhad,0.983,0.778,213056,0.227,0.14,1,0.113,-16.191,1,0.0379,116.033,0.38,64,2.76808539,0.759049832,-0.826309518,-2.921149756,3.523769157,-1.24754635,-0.427655002,-4.122595046,0.705396726,-0.57555278,-0.009799795,-1.164493074
64,1,"Tera Ban Jaunga (From ""Kabir Singh"")",4OcvkkpF3xmyCGGY5IBlgi,Akhil Sachdeva,0.822,0.605,236437,0.53,0,11,0.131,-6.346,1,0.0246,93.951,0.399,65,2.114386959,-0.497481405,-0.465146279,-1.115638164,-0.170660919,1.552883545,-0.298500247,0.130895943,0.705396726,-0.746596129,-0.905037102,-1.075890307
65,1,Dil Mere,6ZmtxXUXRVjxOhugKkmerC,The Local Train,0.842,0.655,211290,0.473,0.0323,8,0.167,-9.806,1,0.0267,92.962,0.572,66,2.195591733,-0.134322088,-0.853588689,-1.45528886,0.681696877,0.712754576,-0.040190738,-1.363982556,0.705396726,-0.719589284,-0.945132641,-0.269138801
66,1,Aaoge Tum Kabhi,5VSJ9OfZx8V91A7u8Fuoh1,The Local Train,0.0152,0.534,313163,0.863,0.0167,0,0.144,-4.616,1,0.0357,98.006,0.374,67,-1.161413625,-1.013167635,0.720030178,0.868636951,0.270031811,-1.527589339,-0.205221813,0.878335193,0.705396726,-0.603845665,-0.740641337,-1.192472895
67,1,Barso,2mv5anj69awqE6R936e0hZ,Ritviz,0.0265,0.536,257143,0.829,0.00659,2,0.124,-6.831,1,0.0318,140.045,0.0379,68,-1.115532928,-0.998641262,-0.145303413,0.666038291,0.003241182,-0.96750336,-0.348727096,-0.078646274,0.705396726,-0.654001233,0.963682599,-2.759809202
68,1,Naina,3SHopOL3KEJ8PFl3vJdfmF,Sona Mohapatra,0.636,0.505,225569,0.556,0,3,0.123,-7.49,1,0.0389,160.068,0.367,69,1.359182561,-1.223800039,-0.633022849,-0.960709777,-0.170660919,-0.687460371,-0.35590236,-0.363364462,0.705396726,-0.562692378,1.775444966,-1.225116019
69,1,Allah Ke Bande,6Y1cH3RzDCMWGQtOS0HmP8,Kailash Kher,0.795,0.543,246883,0.44,0,7,0.224,-8.595,1,0.0597,125.53,0.726,70,2.004760514,-0.947798958,-0.303788287,-1.651928736,-0.170660919,0.432711587,0.368799319,-0.840775081,0.705396726,-0.295196012,0.375222789,0.449009939
70,1,Sawaar Loon,29YePgOxuPLfU7uZKxKf6w,Monali Thakur,0.497,0.82,254700,0.645,6.89E-05,5,0.118,-6.873,1,0.0433,111.935,0.789,71,0.794809381,1.064103658,-0.183040114,-0.430377989,-0.168842732,-0.127374392,-0.391778681,-0.096792198,0.705396726,-0.506106608,-0.175938844,0.742798059
71,1,Maana Ke Hum Yaar Nahin,1O3WfEwaSpsgZ6tw8jNT8I,Parineeti Chopra,0.815,0.537,264614,0.367,0,8,0.132,-9.362,1,0.0241,90.953,0.348,72,2.085965288,-0.991378076,-0.029899856,-2.086919977,-0.170660919,0.712754576,-0.291324983,-1.172154217,0.705396726,-0.75302633,-1.026580506,-1.313718786
72,1,Tune Kaha,1gWtHDe403RuyZqhvSRcv8,Prateek Kuhad,0.015,0.362,216886,0.763,0.00481,3,0.237,-8.514,1,0.0589,187.291,0.431,73,-1.162225673,-2.262435685,-0.767148011,0.272758538,-0.043730857,-0.687460371,0.462077753,-0.805779371,0.705396726,-0.305484334,2.879106103,-0.926664595
73,1,Pehla Pyaar,0ojpEubhy4JNeVftmVuiN7,Armaan Malik,0.558,0.607,272533,0.713,4.98E-05,4,0.101,-5.105,1,0.03,124.87,0.611,74,1.042483942,-0.482955032,0.092423898,-0.025180668,-0.169346758,-0.407417381,-0.513758172,0.667064792,0.705396726,-0.677149957,0.348465402,-0.087269964
74,1,"Tere Bin (From ""Simmba"")",4f5kLqyOJ5ZPnalEVMQrB2,Tanishk Bagchi,0.268,0.649,230948,0.716,4.51E-06,7,0.603,-3.936,1,0.0384,86.949,0.639,75,-0.134985281,-0.177901206,-0.549934142,-0.007304316,-0.170541906,0.432711587,3.088224432,1.172126343,0.705396726,-0.569122579,-1.188908655,0.043302534
75,1,Aye Khuda,1vgVsR5rkXGP4NmUcoroJH,Salim Merchant,0.549,0.656,280497,0.762,0,9,0.139,-6.328,1,0.0315,110.002,0.558,76,1.005941794,-0.127058902,0.215442761,0.266799754,-0.170660919,0.992797566,-0.241098134,0.138672768,0.705396726,-0.657859354,-0.254305555,-0.33442505
76,1,Falak Tak,0IudGhdeJZwJ0Ps6ndtQDt,Udit Narayan,0.634,0.718,356180,0.697,1.53E-05,2,0.0563,-6.474,0,0.135,143.907,0.62,77,1.351062083,0.323258651,1.384508133,-0.120521215,-0.170257171,-0.96750336,-0.834492479,0.07559408,-1.417641964,0.673192272,1.120253855,-0.045300233
77,1,Buddhu Sa Mann,1dxbiVeiV7nQ2V9qXnhJiB,Armaan Malik,0.193,0.644,206858,0.87,0,10,0.549,-4.816,1,0.0394,125.998,0.702,78,-0.439503184,-0.214217138,-0.922049211,0.91034844,-0.170660919,1.272840555,2.700760167,0.791926031,0.705396726,-0.556262177,0.394196209,0.337090654
78,1,"Dheeme Dheeme (From ""Pati Patni Aur Woh"")",7ofWUKeNCUw1P64ArIwG9b,Tanishk Bagchi,0.15,0.8,177383,0.972,0.00337,10,0.351,-2.053,0,0.0405,110.054,0.694,79,-0.614093448,0.918839931,-1.377345669,1.518144421,-0.08173071,1.272840555,1.280057866,1.985668601,-1.417641964,-0.542115734,-0.252197398,0.299784226
79,1,Naagin,7gAyu0od48mkaCw1laPKVC,Vayu,0.0335,0.807,157000,0.5,8.73E-06,9,0.0967,-10.361,1,0.0581,97.09,0.243,80,-1.087111257,0.969682236,-1.692199196,-1.294401688,-0.170430545,0.992797566,-0.544611807,-1.60376798,0.705396726,-0.315772656,-0.777777347,-1.803365653
80,1,Sauda Khara Khara,4LLvxxkWtt818FNO3cbsdo,Sukhbir,0.0939,0.687,211034,0.919,4.38E-06,10,0.105,-3.28,1,0.0635,145.037,0.877,81,-0.841872839,0.098099875,-0.857543087,1.202328862,-0.170545336,1.272840555,-0.485057115,1.455548394,0.705396726,-0.246326484,1.166065745,1.153168767
81,1,Paagal,4gyPGtExOjj1rsByKW33LR,Badshah,0.0619,0.687,169907,0.854,0.000645,11,0.147,-5.368,0,0.308,214.016,0.721,82,-0.971800478,0.098099875,-1.49282646,0.815007894,-0.153640152,1.552883545,-0.183696021,0.553436744,-1.417641964,2.89804185,3.962577574,0.425693421
82,1,"Jai Jai Shivshankar (From ""War"")",6lfSsCL894Qw15xbt7cSUy,Vishal Dadlani,0.257,0.825,230558,0.904,1.21E-05,5,0.0715,-5.414,0,0.0787,129.036,0.528,83,-0.179647907,1.10041959,-0.55595842,1.1129471,-0.170341615,-0.127374392,-0.725428464,0.533562637,-1.417641964,-0.050848371,0.517361273,-0.474324155
83,1,Kohinoor,6SNFuJXjkgauo3Kg9XJcj6,DIVINE,0.0994,0.634,198857,0.884,0,6,0.266,-6.259,1,0.334,103.973,0.39,84,-0.819541526,-0.286849001,-1.045639608,0.993771418,-0.170660919,0.152668597,0.670160413,0.168483929,0.705396726,3.232412306,-0.498730233,-1.117860039
84,1,Mercy,6CuJUdvZuGAGxCbN3dq81s,Badshah,0.0732,0.836,162405,0.767,0.00018,4,0.174,-5.179,0,0.0885,89.956,0.791,85,-0.92591978,1.180314639,-1.60870887,0.296593675,-0.165910938,-0.407417381,0.010036111,0.635093402,-1.417641964,0.075183571,-1.067000377,0.752124666
85,1,Mere Sohneya,7sJQv0LRPgM2xCkkdWOlyj,Sachet Tandon,0.558,0.376,193356,0.643,0,9,0.217,-5.713,1,0.0411,136.224,0.646,86,1.042483942,-2.160751077,-1.130612834,-0.442295558,-0.170660919,0.992797566,0.31857247,0.40438094,0.705396726,-0.534399493,0.808773544,0.075945658
86,1,Mere Rashke Qamar,4sNiMTu47WkUgW87qeUlWF,Rahat Fateh Ali Khan,0.404,0.718,220382,0.83,2.50E-05,4,0.124,-5.488,0,0.0505,105.012,0.771,87,0.417207182,0.323258651,-0.713145757,0.671997075,-0.1700012,-0.407417381,-0.348727096,0.501591247,-1.417641964,-0.413511712,-0.456607619,0.658858596
87,1,Manchala,3zAXHUL5YcYOA41rruvjy4,Shafqat Amanat Ali,0.151,0.365,227507,0.649,0,11,0.121,-5.295,0,0.0408,78.398,0.453,88,-0.610033209,-2.240646126,-0.603086817,-0.406542853,-0.170660919,1.552883545,-0.370252889,0.584976088,-1.417641964,-0.538257614,-1.535578984,-0.824071918
88,1,Choo Lo,2qgXrzJsry4KgYoJCpuaul,The Local Train,0.0265,0.512,233630,0.695,0.00815,4,0.146,-6.349,1,0.0271,145.957,0.351,89,-1.115532928,-1.172957735,-0.508505639,-0.132438783,0.044407689,-0.407417381,-0.190871285,0.129599806,0.705396726,-0.714445123,1.203363921,-1.299728875
89,1,Chal Bombay,6AooRgSRDzbCYL4NZ4RCjU,DIVINE,0.0434,0.862,174000,0.619,0,6,0.117,-6.645,0,0.318,95.036,0.512,90,-1.046914894,1.369157484,-1.429602426,-0.585306377,-0.170660919,0.152668597,-0.398953945,0.001714246,-1.417641964,3.026645871,-0.861049579,-0.548937011
90,1,Shaitan Ka Saala,59vbPXCgc6oxbSzMfVBLNb,Sohail Sen,0.284,0.844,147395,0.772,2.38E-06,7,0.368,-4.621,1,0.194,100.008,0.336,91,-0.070021462,1.23842013,-1.840566371,0.326387595,-0.170598114,0.432711587,1.402037356,0.876174964,0.705396726,1.431956001,-0.659477263,-1.369678428
91,1,Kaam 25 - Sacred Games,6Kynli1iHBqJRWUCohcV9h,DIVINE,0.0473,0.484,149525,0.948,0,1,0.0565,-4.296,0,0.451,125.645,0.686,92,-1.031079963,-1.376326952,-1.807664541,1.375133602,-0.170660919,-1.24754635,-0.833057426,1.016589852,-1.417641964,4.737079362,0.379885061,0.262477798
92,1,Kaam Bhaari,2haaEnrn5HwCT46ZptCITK,Kaam Bhaari,0.576,0.834,138223,0.819,0.00326,7,0.0506,-8.502,0,0.0843,130.009,0.904,93,1.115568239,1.165788267,-1.982245052,0.606450449,-0.084633476,0.432711587,-0.875391485,-0.800594821,-1.417641964,0.021169881,0.556808148,1.279077962
93,1,Jingostan,06ECyIQclBsjerzJsEerTY,Dub Sharma,0.4,0.86,154754,0.636,0,6,0.324,-9.923,1,0.367,110.004,0.561,94,0.400966227,1.354631112,-1.726892864,-0.484007046,-0.170660919,0.152668597,1.086325734,-1.414531916,0.705396726,3.656805578,-0.254224472,-0.320435139
94,1,Vibe Hai,4LCNHHhUJB0rqvmlxwstmN,DIVINE,0.237,0.646,201000,0.812,0,11,0.777,-6.861,1,0.621,104.232,0.829,95,-0.260852681,-0.199690765,-1.012536969,0.56473896,-0.170660919,1.552883545,4.336720394,-0.091607648,0.705396726,6.923347733,-0.488229985,0.929330199
95,1,Machayenge,1wCLqMvEMOpNKUXVERjDPz,Emiway Bantai,0.212,0.743,150863,0.747,0.000118,5,0.0908,-4.837,0,0.0952,104.938,0.709,96,-0.362358649,0.50483831,-1.78699663,0.177417992,-0.167547042,-0.127374392,-0.586945866,0.782853069,-1.417641964,0.161348265,-0.459607689,0.369733779
96,1,Naina,0Yld4eVEV6rBvpijVU2s6l,Arijit Singh,0.772,0.501,225750,0.445,0,6,0.117,-8.432,1,0.0337,80.086,0.388,97,1.911375024,-1.252852784,-0.630226966,-1.622134815,-0.170660919,0.152668597,-0.398953945,-0.770351614,0.705396726,-0.629566469,-1.467144939,-1.127186646
97,1,"Jeena Jeena (From ""Badlapur"")",6h09y5UH6sDRERJALlaJPi,Atif Aslam,0.783,0.676,228969,0.319,0,5,0.117,-9.201,1,0.0279,105.002,0.565,98,1.95603765,0.018204825,-0.580503495,-2.372941616,-0.170660919,-0.127374392,-0.398953945,-1.102594842,0.705396726,-0.704156802,-0.457013034,-0.301781925
98,1,Roke Na Ruke Naina,2k7RoJQR0mi8WVWK0Och93,Arijit Singh,0.722,0.503,278402,0.381,1.15E-05,9,0.154,-9.31,1,0.0283,80.658,0.263,99,1.708363089,-1.238326412,0.183081571,-2.003497,-0.170357448,0.992797566,-0.133469172,-1.149687835,0.705396726,-0.699012641,-1.443955204,-1.710099583
99,1,Tujhe Kitna Chahne Lage,5QtEFRYavs5S3GHtFEq7A4,Arijit Singh,0.736,0.427,284780,0.396,0,11,0.11,-7.556,1,0.0366,70.368,0.306,100,1.765206431,-1.790328573,0.2816017,-1.914115238,-0.170660919,1.552883545,-0.449180794,-0.391879486,0.705396726,-0.592271303,-1.861127194,-1.509577533
100,1,Jump Kar (Emiway Bantai),7qLniCRGqRetmS0Lu6MizP,FlamboyBeatz,0.14,0.843,171480,0.748,0,2,0.114,-5.806,1,0.206,133.936,0.508,101,-0.654695835,1.231156944,-1.468528536,0.183376776,-0.170660919,-0.96750336,-0.420479738,0.36420068,0.705396726,1.586280827,0.716014602,-0.567590225
101,1,Scene Kya Hai,1Tm8tDWXPkddbkyALZN8Y6,Nucleya,0.00185,0.664,152113,0.899,9.52E-06,0,0.732,-6.827,1,0.232,142.025,0.692,102,-1.215617812,-0.068953411,-1.767688044,1.08315318,-0.170409698,-1.527589339,4.013833507,-0.076918091,0.705396726,1.920651284,1.04395476,0.290457619
102,1,Kab Se Kab Tak,5J9PZD8kTuzfsBbbUh1oHu,Ranveer Singh,0.565,0.772,213242,0.588,0.000908,9,0.106,-10.315,0,0.226,82.969,0.262,103,1.070905613,0.715470714,-0.823436401,-0.770028685,-0.146699901,0.992797566,-0.477881851,-1.583893873,-1.417641964,1.843488871,-1.350263807,-1.714762887
103,1,Aane De,4Tm9tGPiqfK1ETotj6gwfP,Naezy,0.308,0.687,165328,0.932,0.00192,10,0.18,-3.519,0,0.286,145.169,0.478,104,0.027424267,0.098099875,-1.563557673,1.279793056,-0.11999445,1.272840555,0.053087696,1.352289445,-1.417641964,2.615113002,1.171417223,-0.70748933
104,1,"Hai Junoon (From ""New York"")",2a2GfFJ4di8n1EgtUomtuz,KK,0.539,0.739,331572,0.664,1.14E-06,2,0.0856,-10.582,1,0.0338,106.021,0.878,105,0.965339407,0.475785565,1.004391586,-0.317161091,-0.170630836,-0.96750336,-0.624257239,-1.699250104,0.705396726,-0.628280429,-0.41570125,1.157832071
105,1,Tunak Tunak Tun,131yybV7A3TmC34a0qE8u8,Daler Mehndi,0.526,0.794,303133,0.977,0.00196,10,0.0616,-5.637,1,0.178,150.008,0.687,106,0.912556304,0.875260813,0.565098083,1.547938342,-0.118938898,1.272840555,-0.796463579,0.437216422,0.705396726,1.226189566,1.36759752,0.267141102
106,1,Soch Na Sake,6mTvwBzWTGDOVeCNQEqtOE,Arijit Singh,0.597,0.505,281323,0.667,0,9,0.213,-5.797,1,0.0323,151.728,0.516,107,1.200833251,-1.223800039,0.228201875,-0.299284738,-0.170660919,0.992797566,0.289871413,0.368089092,0.705396726,-0.647571032,1.437328893,-0.530283797
107,2,Hawa Hawai,6B0RSaHnLZidlE2w3AjQfO,Suman Sridhar,0.0594,0.695,292307,0.774,0.0179,9,0.0165,-5.754,1,0.232,175.933,0.889,108,-0.981951074,0.156205366,0.397870282,0.338305164,0.301698355,0.992797566,-1.120067992,0.386667062,0.705396726,1.920651284,2.418635795,1.20912841
108,2,Saturday Saturday,7MvQQGqYE4r0ucTarmI2Gr,Badshah,0.149,0.847,210799,0.938,0,8,0.107,-4.615,1,0.0974,130.02,0.786,109,-0.618153687,1.260209689,-0.861173101,1.315545761,-0.170660919,0.712754576,-0.470706587,0.878767239,0.705396726,0.18964115,0.557254105,0.728808149
109,2,Baby Doll,0QjiywAse0jM8QgPvtJrpC,Kanika Kapoor,0.275,0.836,213887,0.839,7.25E-06,4,0.181,-2.974,0,0.106,103.992,0.507,110,-0.10656361,1.180314639,-0.81347317,0.725626132,-0.170469601,-0.407417381,0.06026296,1.587754411,-1.417641964,0.300240609,-0.497959944,-0.572253529
110,2,Lungi Dance,3VXh3jYTW3lTxtXRnu2TKP,Yo Yo Honey Singh,0.314,0.684,275399,0.958,1.94E-06,1,0.618,-4.793,1,0.264,163.95,0.817,111,0.051785699,0.076310316,0.136694624,1.434721443,-0.170609725,-1.24754635,3.195853394,0.801863085,0.705396726,2.332184154,1.932827053,0.873370557
111,2,Char Baj Gaye - Party Abhi Baaki Hai,1eFH9kh7L63Zb8FDqjbwZJ,Sachin-Jigar,0.0317,0.95,213880,0.694,1.93E-06,10,0.137,-7.089,0,0.0516,119.972,0.961,112,-1.094419686,2.008317882,-0.813581298,-0.138397567,-0.170609989,1.272840555,-0.255448662,-0.190114093,-1.417641964,-0.39936527,0.149893156,1.544886262
112,2,Bom Diggy Diggy,6qCNaRRr5xJALfNJvh0NAw,Zack Knight,0.159,0.782,238530,0.827,0,11,0.226,-4.219,0,0.0627,104.032,0.498,113,-0.5775513,0.788102577,-0.432815982,0.654120722,-0.170660919,1.552883545,0.383149847,1.049857379,-1.417641964,-0.256614806,-0.496338284,-0.61422326
113,2,Sweety Tera Drama,5aXsYlFhJIOHCvxnna7jdP,Dev Negi,0.16,0.769,146983,0.852,0,5,0.261,-3.107,1,0.154,129.982,0.963,114,-0.573491061,0.693681155,-1.846930481,0.803090326,-0.170660919,-0.127374392,0.634284092,1.530292319,0.705396726,0.917539914,0.555713528,1.554212869
114,2,Kamariya,5cjVsWqIkBQC7acTRhL0RO,Aastha Gill,0.143,0.825,187983,0.666,2.81E-06,4,0.237,-4.847,0,0.0554,96.987,0.763,115,-0.642515119,1.10041959,-1.21360886,-0.305243523,-0.170586767,-0.407417381,0.462077753,0.778532611,-1.417641964,-0.350495742,-0.781953121,0.621552168
115,2,Suit Suit,2mwBSO58y92EYmEFpDfmS7,Guru Randhawa,0.14,0.767,190132,0.869,0,2,0.221,-3.381,0,0.0908,98.208,0.751,116,-0.654695835,0.679154782,-1.180413539,0.904389656,-0.170660919,-0.96750336,0.347273526,1.411911767,-1.417641964,0.104762496,-0.732451955,0.565592526
116,2,Chittiyaan Kalaiyaan,6XjJXPP3UiGtAQpYkD01c0,Kanika Kapoor,0.0962,0.793,246100,0.887,6.39E-05,7,0.623,-5.285,1,0.0954,100.007,0.602,117,-0.83253429,0.867997627,-0.315883185,1.01164777,-0.168974676,0.432711587,3.231729715,0.589296547,0.705396726,0.163920346,-0.659517804,-0.129239696
117,2,Abhi Toh Party Shuru Hui Hai,0rUN8ascPVT9iiLzC5ocPw,Badshah,0.0081,0.803,179912,0.814,2.19E-05,3,0.586,-5.373,0,0.0614,130.009,0.677,118,-1.19024132,0.94062949,-1.338280538,0.576656529,-0.170083005,-0.687460371,2.966244941,0.551276515,-1.417641964,-0.273333329,0.556808148,0.220508067
118,2,Zor Ka Jhatka,7EIq46YALncEzg0fYvLo0L,Daler Mehndi,0.0955,0.742,248131,0.977,0.00012,1,0.101,-3.267,1,0.229,176.103,0.822,119,-0.835376457,0.497575124,-0.284510595,1.547938342,-0.167494265,-1.24754635,-0.513758172,1.461164989,0.705396726,1.882070077,2.425527849,0.896687075
119,2,Dhoom Machale Dhoom,1OBOW5jFnqpieVQFsxu2P9,Aditi Singh Sharma,0.096,0.7,235625,0.899,1.38E-05,1,0.327,-8.262,1,0.117,109.994,0.674,120,-0.833346338,0.192521297,-0.477689136,1.08315318,-0.170296754,-1.24754635,1.107851526,-0.696903827,0.705396726,0.441705033,-0.254629887,0.206518156
120,2,Dil Laga Na,3LdZ1fFzohRUbcNI9sa8jV,Sukhbir,0.161,0.782,304771,0.953,1.97E-06,7,0.0491,-5.442,1,0.162,101.997,0.477,121,-0.569430822,0.788102577,0.590400055,1.404927523,-0.170608933,0.432711587,-0.886154381,0.521465355,0.705396726,1.020423131,-0.578840228,-0.712152634
121,2,High Heels,7q7eYVerltlW2sYBuga6Mj,Yo Yo Honey Singh,0.394,0.891,297771,0.913,0.000173,1,0.373,-4.453,1,0.149,130.045,0.772,122,0.376604795,1.579789888,0.482271973,1.166576158,-0.166095659,-1.24754635,1.437913677,0.94875866,0.705396726,0.853237903,0.558267642,0.6635219
